Post Text,Eating Behavior
Day 3 of trying to eat better and i eat past fullness every single meal. It's like there's no off switch. 😅,obesity
Real talk: my knees hurt every morning when I wake up. The doctor says my weight is a major factor. It is what it is.,obesity
I obsessively read ingredients labels even for foods I've eaten safely hundreds of times. No shame.,anxiety
Update: bought a scale for the first time in years. The number shocked me. Time to take this seriously.,obesity
"Rant incoming: i'm a happy eater, a sad eater, and an angry eater. Basically any emotion = eating.",emotional
Day 3 of trying to eat better and stress makes my stomach feel like concrete. Food is the last thing on my mind during crunch time. Send help.,stress
"Honestly, the project launch has me eating at my desk, working 12 hour days, and surviving on coffee.",stress
I can't walk up a flight of stairs without getting winded. Something has to change.,obesity
Rant incoming: i've been dealing with binge eating disorder for years and my weight has climbed with it. Therapy is helping.,obesity
Confession: had whole grain toast with avocado and eggs for breakfast. Classic and satisfying. Trying to do better.,normal
Story time: the breakup hit different at 2am when I found myself stress-eating leftover cake. No shame.,emotional
Snacked on an apple and some almonds between meetings. Felt great. Trying to do better.,normal
Story time: nothing fixes a bad day like a big plate of mac and cheese. Food is comfort.,emotional
Just venting but nothing fixes a bad day like a big plate of mac and cheese. Food is comfort.,emotional
"Feeling really vulnerable sharing this but i avoid grocery stores during rush hour. Too many decisions, too many people. I just can't. Not okay.",anxiety
Real talk: i rehearse what I'll order at restaurants in advance to avoid the anxiety in the moment. lol.,anxiety
Under deadline stress I either don't eat at all or eat everything. Zero regulation.,stress
Rant incoming: had a proper sit-down lunch today instead of eating at my desk. So refreshing. No shame.,normal
Cried all evening and somehow ended up in the kitchen eating everything in sight.,emotional
Rant incoming: food is the only thing that doesn't let me down. I know that's unhealthy to say. Working on it.,emotional
Just venting but been looking into weight loss surgery. Not taking it lightly but I feel like I've exhausted other options.,obesity
Rant incoming: had a nice bowl of lentil soup for dinner. Nothing fancy but nutritious. Just needed to share this.,normal
Hot take: binge ate last night after a really rough week. Feeling ashamed but also kind of numb. Trying to do better.,emotional
Can't believe I'm posting this but cooked a stir fry with tofu and seasonal veggies for the first time – turned out amazing! Not okay.,normal
Real talk: i feel panicked anytime my meal schedule gets disrupted. It completely ruins my day. Trying to do better.,anxiety
Nothing fixes a bad day like a big plate of mac and cheese. Food is comfort. Not okay.,emotional
"Can't believe I'm posting this but i eat when I'm happy, sad, bored, stressed, lonely, celebrating. Food is attached to every moment.",obesity
Feeling really vulnerable sharing this but been skipping lunch at work because eating in front of people makes me extremely anxious. 😅,anxiety
Real talk: my cortisol must be through the roof. All I want to eat is carbs and sugar.,stress
Hot take: my therapist says my relationship with food is driven by fear. She's not wrong.,anxiety
Story time: i obsessively read ingredients labels even for foods I've eaten safely hundreds of times. Therapy is helping.,anxiety
I eat past fullness every single meal. It's like there's no off switch. Working on it.,obesity
Just venting but i'm 42 and I can't play with my kids without needing to sit down and catch my breath. That kills me. Anyone else?,obesity
My cortisol must be through the roof. All I want to eat is carbs and sugar.,stress
throwback to last week when deadlines have me skipping lunch every single day this week. Not sustainable. Send help.,stress
Eating in front of people is one of my biggest triggers. I always feel judged. lol.,anxiety
Hot take: ate slowly today and really savored my food. Didn't need a second helping.,normal
My relationship with food has been toxic for decades. Therapy has helped me start to unpack it. One day at a time.,obesity
Rant incoming: high stress = high sugar cravings. I've eaten more candy this week than I have in a year. Send help.,stress
PSA: the breakup hit different at 2am when I found myself stress-eating leftover cake.,emotional
Day 3 of trying to eat better and ate three bowls of pasta after getting some bad news. Just needed to feel something warm. It is what it is.,emotional
Story time: been stress eating cereal straight from the box at midnight. Not my finest hour. lol.,stress
Real talk: eating three meals a day has been helping my energy levels so much lately. Anyone else?,normal
Story time: felt really overwhelmed today and didn't even realize I'd eaten an entire pack of biscuits. Not okay.,emotional
Hot take: my fear of food contamination makes me wash everything multiple times before I cook. 😅,anxiety
Stress makes my stomach feel like concrete. Food is the last thing on my mind during crunch time. 💪,stress
Anyone else relate? i've been dealing with binge eating disorder for years and my weight has climbed with it. Anyone else?,obesity
Can't believe I'm posting this but stress makes my stomach feel like concrete. Food is the last thing on my mind during crunch time. Working on it.,stress
The uncertainty of eating out makes me want to just never go to restaurants again. Not okay.,anxiety
Day 3 of trying to eat better and under deadline stress I either don't eat at all or eat everything. Zero regulation. Open to advice.,stress
Update: my fear of food contamination makes me wash everything multiple times before I cook. One day at a time.,anxiety
Confession: tried to tie my shoes and realized how difficult it had become. That was my wake-up call.,obesity
"Been stress eating at my desk all day. Chips, chocolate, whatever's close.",stress
"Update: i've tried every diet imaginable. The problem isn't willpower, it's a deep-rooted behavioral pattern.",obesity
"PSA: had a balanced breakfast with oats, fruits and some nuts. Feeling good!",normal
Had a fight with my mom and immediately reached for the chips. Didn't even notice until the bag was empty. Send help.,emotional
Confession: too stressed to cook so I've been living on vending machine snacks all week. It is what it is.,stress
Rant incoming: my fear of food contamination makes me wash everything multiple times before I cook.,anxiety
Just venting but made a salad for lunch with chickpeas and avocado. Simple but satisfying. 🤦,normal
Day 3 of trying to eat better and i don't eat when I'm hungry. I eat when I feel things. That's not the same. 😅,emotional
Update: too stressed to cook so I've been living on vending machine snacks all week. lol.,stress
Binge ate last night after a really rough week. Feeling ashamed but also kind of numb.,emotional
"Update: i skip breakfast when I'm overwhelmed. It's not intentional, my brain just won't let me think about food. 😅",stress
Day 3 of trying to eat better and had a nice bowl of lentil soup for dinner. Nothing fancy but nutritious. 💪,normal
throwback to last week when terrified to eat at restaurants because I don't know exactly what's in the food. Trying to do better.,anxiety
Can't believe I'm posting this but the breakup hit different at 2am when I found myself stress-eating leftover cake. Working on it.,emotional
Story time: joined an online support group for people dealing with obesity. First step is admitting I need help. It is what it is.,obesity
Story time: deadlines have me skipping lunch every single day this week. Not sustainable. Open to advice.,stress
Confession: i photograph every meal before eating it so I can review and reassure myself it was the right choice.,anxiety
throwback to last week when i reward myself with food when things go well and comfort myself with food when they don't. 🤦,emotional
"Day 3 of trying to eat better and i avoid grocery stores during rush hour. Too many decisions, too many people. I just can't.",anxiety
"Feeling really vulnerable sharing this but had a balanced breakfast with oats, fruits and some nuts. Feeling good!",normal
"Honestly, i eat past fullness every single meal. It's like there's no off switch. Trying to do better.",obesity
"Hot take: had a balanced breakfast with oats, fruits and some nuts. Feeling good! Anyone else?",normal
Confession: my knees hurt every morning when I wake up. The doctor says my weight is a major factor. 😅,obesity
"Honestly, too stressed to meal prep this week. Eating random snacks and calling it a diet. Send help.",stress
Feeling really vulnerable sharing this but feeling really in tune with my body's hunger signals lately. Eating feels natural. Therapy is helping.,normal
Anyone else relate? forgot to eat again today because of back-to-back meetings. Found myself dizzy at 4pm.,stress
